customer_id,historical_on_time_ratio,avg_delay_days,repayment_consistency,partial_payment_frequency,prior_delayed_invoice_count,payment_after_followup_count,total_invoices,deterioration_trend,transaction_success_failure_pattern,invoice_acknowledgement_encoded,behavior_class
CUST-BEH-01350,0.6683,32.14,0.6056,0.0417,1,21,63,0.0749,0.3123,0,4
CUST-BEH-01351,0.2683,6.43,0.7867,0.3759,3,3,10,0.2371,0.4746,1,4
CUST-BEH-01352,0.7033,4.96,0.5416,0.3575,11,0,27,-0.3381,0.1696,0,1
CUST-BEH-01353,0.4394,8.22,0.7619,0.2156,35,22,69,0.2395,0.0307,0,1
CUST-BEH-01354,0.4132,23.9,0.3247,0.2846,41,21,61,0.2441,0.5474,0,5
CUST-BEH-01355,0.6637,3.19,0.4172,0.4451,5,14,54,-0.2287,0.1407,1,1
CUST-BEH-01356,0.7428,62.05,0.5739,0.3903,6,11,43,0.3819,0.0624,0,4
CUST-BEH-01357,0.8327,10.34,0.3479,0.3126,5,20,64,0.1533,0.2008,1,1
CUST-BEH-01358,0.5332,24.71,0.6208,0.3146,6,3,23,0.0393,0.0919,1,1
CUST-BEH-01359,0.8327,6.38,0.4429,0.4965,9,23,69,0.4098,0.2986,1,1
CUST-BEH-01360,0.7314,7.28,0.6554,0.3459,10,7,37,0.4444,0.0968,0,1
CUST-BEH-01361,0.5674,1.75,0.8334,0.0779,0,3,21,0.1072,0.5039,0,1
CUST-BEH-01362,0.5468,12.8,0.8166,0.1872,27,10,53,0.2704,0.1499,1,1
CUST-BEH-01363,0.9206,1.74,0.423,0.5768,20,6,77,-0.3896,0.0786,0,0
CUST-BEH-01364,0.4244,15.78,0.479,0.1012,9,13,38,0.4401,0.2311,1,1
CUST-BEH-01365,0.6568,10.21,0.4108,0.0786,1,6,59,-0.1562,0.3048,3,1
CUST-BEH-01366,0.3118,31.83,0.8042,0.0401,6,0,31,0.0191,0.354,1,4
CUST-BEH-01367,0.7597,11.32,0.5224,0.1002,9,1,47,-0.2532,0.0771,3,1
CUST-BEH-01368,0.4471,23.3,0.5223,0.211,5,5,16,0.3294,0.6866,0,5
CUST-BEH-01369,0.6502,9.22,0.5484,0.2871,2,8,25,-0.2745,0.6229,0,1
CUST-BEH-01370,0.3552,8.58,0.3996,0.5585,7,0,24,0.3224,0.0779,0,3
CUST-BEH-01371,0.98,4.42,0.5114,0.1871,20,6,38,0.2128,0.1225,0,0
CUST-BEH-01372,0.5155,14.18,0.6181,0.1083,3,8,30,0.2439,0.0661,0,1
CUST-BEH-01373,0.5825,10.91,0.3068,0.0565,0,4,10,0.4476,0.091,0,1
CUST-BEH-01374,0.6293,5.07,0.6443,0.178,4,6,38,0.0001,0.1988,0,1
CUST-BEH-01375,0.9415,1.97,0.9202,0.3933,7,1,34,-0.0669,0.1783,0,0
CUST-BEH-01376,0.5767,15.5,0.6767,0.3166,4,5,38,0.3867,0.1264,1,1
CUST-BEH-01377,0.9343,2.54,0.6097,0.113,3,5,47,0.3851,0.0808,0,0
CUST-BEH-01378,0.6581,13.92,0.1911,0.1599,1,9,26,0.2714,0.0486,1,1
CUST-BEH-01379,0.9611,3.68,0.3739,0.2917,3,1,6,0.364,0.1804,0,0
CUST-BEH-01380,0.3582,9.22,0.1803,0.3592,16,4,54,-0.1939,0.2663,0,1
CUST-BEH-01381,0.7608,3.09,0.694,0.0814,13,7,65,0.412,0.288,0,1
CUST-BEH-01382,0.7287,5.21,0.6667,0.4322,32,22,66,-0.3696,0.2854,0,1
CUST-BEH-01383,0.3161,38.7,0.3877,0.2328,4,0,13,0.0299,0.1799,0,4
CUST-BEH-01384,0.5886,21.07,0.4402,0.3576,26,23,60,0.379,0.632,0,5
CUST-BEH-01385,0.6691,6.33,0.6933,0.2445,2,27,55,-0.0334,0.128,2,1
CUST-BEH-01386,0.6062,12.35,0.3363,0.3273,16,16,42,0.4333,0.4237,0,5
CUST-BEH-01387,0.2727,55.31,0.5528,0.3549,9,14,33,0.4773,0.2544,0,4
CUST-BEH-01388,0.876,3.57,0.6257,0.1793,15,14,27,-0.1356,0.12,3,0
CUST-BEH-01389,0.4703,1.0,0.4883,0.3289,6,30,73,-0.0829,0.1299,2,1
CUST-BEH-01390,0.6479,39.08,0.7644,0.6509,8,17,69,-0.0586,0.2046,1,3
CUST-BEH-01391,0.641,13.47,0.5938,0.2576,6,5,13,0.2958,0.3729,0,1
CUST-BEH-01392,0.6681,23.83,0.6177,0.2681,29,29,58,0.3075,0.2375,1,2
CUST-BEH-01393,0.802,17.23,0.5462,0.312,19,4,35,-0.2469,0.072,3,1
CUST-BEH-01394,0.9793,4.37,0.4575,0.1836,11,12,25,-0.3233,0.1398,2,0
CUST-BEH-01395,0.4582,11.89,0.3733,0.2383,2,8,24,-0.3019,0.0817,0,1
CUST-BEH-01396,0.3497,15.78,0.7006,0.2841,0,23,51,-0.1161,0.0914,0,4
CUST-BEH-01397,0.199,33.33,0.7439,0.5074,3,15,48,0.2813,0.5281,0,3
CUST-BEH-01398,0.5748,17.35,0.6924,0.2457,38,17,68,-0.142,0.1309,2,1
CUST-BEH-01399,0.2927,25.18,0.7271,0.141,6,3,19,-0.005,0.1221,0,4
CUST-BEH-01400,0.5527,4.9,0.4565,0.0104,15,26,68,-0.1895,0.0791,0,1
CUST-BEH-01401,0.6692,8.13,0.448,0.1263,8,14,36,-0.0471,0.4228,1,1
CUST-BEH-01402,0.3613,43.05,0.8731,0.3137,19,10,75,0.0286,0.0729,0,4
CUST-BEH-01403,0.7685,12.14,0.433,0.2133,13,12,39,0.0235,0.2416,0,1
CUST-BEH-01404,0.5765,8.08,0.4154,0.396,9,6,17,-0.1934,0.0636,0,1
CUST-BEH-01405,0.5978,10.1,0.7488,0.1127,12,14,28,-0.07,0.0864,0,2
CUST-BEH-01406,0.4578,5.98,0.8806,0.3567,19,22,45,0.465,0.4364,1,1
CUST-BEH-01407,0.3828,29.8,0.693,0.4039,11,17,50,0.0501,0.0985,0,3
CUST-BEH-01408,0.3759,39.51,0.8781,0.2934,1,31,72,-0.1478,0.3396,2,4
CUST-BEH-01409,0.74,57.14,0.714,0.329,5,10,31,0.2594,0.1607,0,4
CUST-BEH-01410,0.5571,18.12,0.5153,0.1862,14,11,33,0.2133,0.6912,0,5
CUST-BEH-01411,0.4149,10.81,0.6346,0.2371,7,20,51,-0.2533,0.1138,0,1
CUST-BEH-01412,0.4689,6.6,0.3928,0.2987,9,10,20,-0.1258,0.3059,0,2
CUST-BEH-01413,0.6386,60.34,0.7324,0.1864,12,8,37,0.2033,0.1941,0,4
CUST-BEH-01414,0.3139,10.38,0.6967,0.0679,8,18,63,-0.0344,0.2985,3,4
CUST-BEH-01415,0.4579,8.39,0.673,0.247,1,3,10,0.116,0.1377,2,1
CUST-BEH-01416,0.7387,2.55,0.3768,0.239,6,5,16,0.4341,0.4171,1,1
CUST-BEH-01417,0.2587,33.35,0.6965,0.3047,14,19,66,0.2067,0.1347,0,4
CUST-BEH-01418,0.6572,6.43,0.8513,0.3258,0,4,9,0.494,0.0797,1,1
CUST-BEH-01419,0.3717,8.83,0.7629,0.2679,0,3,13,0.1187,0.1023,0,1
CUST-BEH-01420,0.8039,8.67,0.482,0.3259,30,4,75,0.0418,0.3608,2,1
CUST-BEH-01421,0.567,34.1,0.898,0.0723,12,8,34,0.1316,0.0985,1,4
CUST-BEH-01422,0.8344,19.84,0.4947,0.2683,4,34,69,0.2517,0.0983,0,1
CUST-BEH-01423,0.9897,0.51,0.6499,0.465,1,4,13,-0.1578,0.0452,0,0
CUST-BEH-01424,0.4068,5.52,0.2708,0.2028,28,19,51,0.1489,0.2295,0,1
CUST-BEH-01425,0.9692,1.74,0.6364,0.0459,22,4,66,-0.2112,0.334,1,0
CUST-BEH-01426,0.9147,14.58,0.2292,0.66,8,2,63,0.0327,0.0333,1,1
CUST-BEH-01427,0.8293,7.1,0.8666,0.4784,7,14,47,-0.1211,0.1368,2,1
CUST-BEH-01428,0.6188,3.5,0.6258,0.2207,7,4,64,0.2202,0.0984,0,1
CUST-BEH-01429,0.5164,28.25,0.4059,0.0764,19,13,42,-0.1663,0.2475,1,1
CUST-BEH-01430,0.6968,17.55,0.9413,0.2162,35,22,75,-0.1779,0.2789,0,1
CUST-BEH-01431,0.9788,1.4,0.5377,0.4918,13,4,78,0.0426,0.345,0,0
CUST-BEH-01432,0.5269,34.04,0.7891,0.5028,1,0,5,0.261,0.257,1,3
CUST-BEH-01433,0.6661,10.2,0.5714,0.3746,4,3,22,-0.0049,0.1919,0,1
CUST-BEH-01434,0.2993,7.36,0.8468,0.0625,5,8,19,0.1809,0.1599,0,4
CUST-BEH-01435,0.7227,11.97,0.432,0.079,38,42,80,-0.003,0.2665,0,1
CUST-BEH-01436,0.6501,3.34,0.5411,0.2071,0,20,64,-0.3259,0.1988,1,1
CUST-BEH-01437,0.4614,6.1,0.6429,0.2794,2,1,6,0.4584,0.0772,0,1
CUST-BEH-01438,0.6908,24.12,0.7429,0.3908,0,2,37,-0.3857,0.2969,1,1
CUST-BEH-01439,0.2041,14.24,0.3355,0.352,4,0,32,0.3081,0.2101,0,4
CUST-BEH-01440,0.5768,13.21,0.5881,0.5393,42,14,71,-0.0802,0.0708,0,3
CUST-BEH-01441,0.4507,6.08,0.7019,0.2142,1,2,56,-0.1797,0.2406,2,1
CUST-BEH-01442,0.3748,11.24,0.495,0.2521,44,6,80,0.4668,0.0302,0,1
CUST-BEH-01443,0.5265,13.58,0.4448,0.3063,8,0,17,-0.0147,0.0712,2,1
CUST-BEH-01444,0.9284,2.89,0.5253,0.0997,3,10,58,0.1663,0.2271,0,0
CUST-BEH-01445,0.5605,9.59,0.3825,0.1699,24,1,44,0.3863,0.3581,0,1
CUST-BEH-01446,0.7848,40.14,0.5291,0.1273,3,5,20,0.2436,0.0487,0,4
CUST-BEH-01447,0.417,6.63,0.4183,0.0983,7,13,27,0.2297,0.3492,0,1
CUST-BEH-01448,0.5338,3.81,0.7637,0.5561,26,27,71,0.4813,0.2536,0,3
CUST-BEH-01449,0.2746,3.52,0.5887,0.0719,0,1,3,0.3459,0.0413,0,4
CUST-BEH-01450,0.8527,4.96,0.7974,0.277,6,13,37,0.252,0.3611,0,0
CUST-BEH-01451,0.5608,25.75,0.3094,0.2595,19,13,36,0.2071,0.6224,0,5
CUST-BEH-01452,0.668,11.23,0.7548,0.2454,4,2,11,-0.2267,0.3288,0,1
CUST-BEH-01453,0.9802,3.41,0.5786,0.3759,30,9,69,-0.3638,0.0959,2,0
CUST-BEH-01454,0.7031,21.6,0.5819,0.12,11,11,25,0.0184,0.1784,0,1
CUST-BEH-01455,0.4575,3.41,0.9008,0.2689,23,17,74,-0.3798,0.0721,1,1
CUST-BEH-01456,0.5863,20.5,0.6824,0.3193,1,2,13,0.347,0.1921,0,1
CUST-BEH-01457,0.5718,8.76,0.8312,0.4537,35,17,65,0.1749,0.0505,1,3
CUST-BEH-01458,0.4498,13.35,0.8124,0.4437,7,10,19,0.1086,0.0044,2,2
CUST-BEH-01459,0.347,16.45,0.9281,0.5361,15,4,68,0.4726,0.1379,3,3
CUST-BEH-01460,0.1447,9.98,0.7773,0.1898,8,11,22,0.3929,0.1813,0,2
CUST-BEH-01461,0.5022,18.83,0.8747,0.2802,5,11,63,-0.0774,0.476,1,1
CUST-BEH-01462,0.5791,9.4,0.7119,0.1918,2,20,47,-0.0254,0.2118,0,1
CUST-BEH-01463,0.5792,3.82,0.6557,0.4628,1,17,66,-0.3598,0.1167,1,3
CUST-BEH-01464,0.7939,8.75,0.5339,0.4436,11,4,37,0.1595,0.157,0,1
CUST-BEH-01465,0.4322,4.25,0.2636,0.2803,8,4,44,-0.1071,0.1815,2,1
CUST-BEH-01466,0.9448,2.45,0.6847,0.3421,29,10,78,0.3775,0.1608,0,0
CUST-BEH-01467,0.5183,18.56,0.5815,0.2573,28,12,59,-0.3696,0.3072,0,1
CUST-BEH-01468,0.6744,6.52,0.7351,0.5388,16,23,78,-0.2545,0.1765,1,1
CUST-BEH-01469,0.4894,16.99,0.5494,0.1354,31,17,72,0.4234,0.0856,0,1
CUST-BEH-01470,0.5436,9.63,0.5514,0.1779,9,29,73,0.2023,0.2316,0,1
CUST-BEH-01471,0.4038,33.52,0.4889,0.2383,5,29,61,0.0961,0.3513,1,4
CUST-BEH-01472,0.6358,10.92,0.4527,0.2085,7,13,57,0.3791,0.1931,0,1
CUST-BEH-01473,0.589,32.14,0.596,0.1889,1,2,9,0.4685,0.3599,1,4
CUST-BEH-01474,0.4187,16.65,0.3327,0.3408,19,15,35,0.2174,0.5352,2,5
CUST-BEH-01475,0.3554,30.11,0.5755,0.0385,10,30,68,0.4019,0.1725,3,4
CUST-BEH-01476,0.5322,9.87,0.2235,0.2267,24,18,45,0.3827,0.1743,0,1
CUST-BEH-01477,0.4585,22.19,0.8738,0.106,1,0,3,-0.3017,0.371,0,1
CUST-BEH-01478,0.4991,24.06,0.5297,0.3516,41,28,64,0.2504,0.3642,0,5
CUST-BEH-01479,0.6483,12.2,0.852,0.183,22,21,45,0.3753,0.2026,0,1
CUST-BEH-01480,0.9153,0.61,0.7779,0.2412,4,9,28,-0.344,0.2063,0,0
CUST-BEH-01481,0.5435,23.5,0.4254,0.2245,32,19,53,0.3965,0.3637,1,5
CUST-BEH-01482,0.5755,16.71,0.422,0.1813,9,9,22,0.2538,0.6487,0,5
CUST-BEH-01483,0.4815,28.08,0.5002,0.2658,22,8,77,0.1029,0.1028,1,1
CUST-BEH-01484,0.4148,11.43,0.3429,0.2969,27,27,69,-0.0305,0.0518,0,1
CUST-BEH-01485,0.4943,14.15,0.7348,0.511,15,0,26,-0.1874,0.2704,2,3
CUST-BEH-01486,0.5085,6.78,0.5893,0.4807,5,4,16,-0.2806,0.0602,3,3
CUST-BEH-01487,0.5448,9.92,0.3153,0.2782,12,27,60,0.037,0.153,0,1
CUST-BEH-01488,0.5167,17.52,0.2863,0.2677,1,1,4,0.2269,0.5827,0,5
CUST-BEH-01489,0.4583,25.16,0.3856,0.1628,25,18,53,0.1602,0.6875,1,5
CUST-BEH-01490,0.242,18.11,0.5889,0.2094,8,3,16,0.3296,0.2256,0,4
CUST-BEH-01491,0.6214,19.89,0.376,0.22,11,11,25,-0.017,0.1685,1,1
CUST-BEH-01492,0.9267,2.41,0.5651,0.3119,0,19,42,-0.0237,0.0738,1,0
CUST-BEH-01493,0.5441,8.72,0.6651,0.4673,8,7,21,0.3845,0.3775,0,3
CUST-BEH-01494,0.855,2.43,0.8835,0.1978,39,28,75,-0.1742,0.0531,0,0
CUST-BEH-01495,0.6048,8.49,0.3514,0.1959,8,23,68,0.4994,0.0526,2,1
CUST-BEH-01496,0.902,0.61,0.7218,0.3137,0,2,7,-0.1299,0.32,0,0
CUST-BEH-01497,0.4258,12.49,0.2692,0.3421,22,24,55,0.41,0.6466,3,5
CUST-BEH-01498,0.5992,10.92,0.4057,0.4951,5,2,15,0.2514,0.4912,0,3
CUST-BEH-01499,0.6271,21.99,0.8343,0.2366,2,22,41,0.3367,0.4065,0,2
CUST-BEH-01500,0.7488,7.05,0.2962,0.5726,19,33,64,0.2705,0.145,0,1
CUST-BEH-01501,0.3516,21.85,0.6086,0.2124,2,7,67,-0.3289,0.1052,0,1
CUST-BEH-01502,0.5223,25.92,0.3136,0.2448,15,13,31,0.1987,0.4748,3,5
CUST-BEH-01503,0.9371,3.21,0.8563,0.5827,25,7,69,0.1754,0.4313,3,0
CUST-BEH-01504,0.702,12.8,0.4817,0.0427,19,28,79,0.0664,0.1018,0,1
CUST-BEH-01505,0.5022,13.72,0.4568,0.2834,7,6,16,0.2383,0.5518,1,5
CUST-BEH-01506,0.7015,16.59,0.4313,0.3339,10,12,41,-0.097,0.273,0,1
CUST-BEH-01507,0.569,9.81,0.7005,0.477,22,0,47,0.2379,0.3483,0,3
CUST-BEH-01508,0.6815,17.1,0.5492,0.2362,14,30,73,0.0819,0.178,0,1
CUST-BEH-01509,0.4412,14.24,0.3575,0.2143,31,20,49,0.3616,0.7437,1,5
CUST-BEH-01510,0.8338,8.28,0.7994,0.1433,17,26,63,0.4881,0.0838,0,1
CUST-BEH-01511,0.4933,6.83,0.8385,0.1614,3,0,7,0.2585,0.2966,3,1
CUST-BEH-01512,0.653,5.56,0.6474,0.0196,4,10,20,-0.2138,0.3254,0,1
CUST-BEH-01513,0.4656,7.64,0.8728,0.2336,18,8,80,0.0463,0.1742,0,1
CUST-BEH-01514,0.9795,4.44,0.8314,0.1893,4,1,17,0.3895,0.0946,0,0
CUST-BEH-01515,0.7912,12.36,0.1008,0.3198,1,2,62,0.0194,0.3506,0,1
CUST-BEH-01516,0.9205,2.01,0.6265,0.2126,7,2,25,-0.0802,0.072,1,0
CUST-BEH-01517,0.7582,6.33,0.3544,0.6864,10,6,41,0.3215,0.0504,0,1
CUST-BEH-01518,0.5212,21.68,0.3958,0.1163,22,28,75,-0.0298,0.2668,0,1
CUST-BEH-01519,0.4569,23.72,0.3457,0.2305,2,13,53,0.2829,0.1575,0,1
CUST-BEH-01520,0.9033,1.84,0.9091,0.1659,41,24,79,0.4246,0.1434,0,0
CUST-BEH-01521,0.9204,2.34,0.4945,0.1343,33,14,60,0.4765,0.0728,0,0
CUST-BEH-01522,0.5763,3.45,0.4576,0.3085,14,3,57,0.3328,0.1467,2,1
CUST-BEH-01523,0.845,5.49,0.5489,0.2057,21,22,44,0.0163,0.1614,0,1
CUST-BEH-01524,0.4557,19.58,0.3811,0.2829,16,9,26,0.4271,0.3669,0,5
CUST-BEH-01525,0.3935,12.07,0.1868,0.1689,9,2,26,-0.2698,0.0547,0,1
CUST-BEH-01526,0.9213,0.77,0.6991,0.1329,4,0,13,-0.2607,0.0664,0,0
CUST-BEH-01527,0.6723,21.2,0.3026,0.4554,0,0,3,0.0806,0.4584,0,3
CUST-BEH-01528,0.2538,15.41,0.4777,0.5413,13,19,35,-0.1963,0.151,0,2
CUST-BEH-01529,0.4999,24.57,0.4439,0.5129,6,8,17,0.1217,0.3588,2,3
CUST-BEH-01530,0.4933,4.83,0.4754,0.4812,12,3,33,0.0471,0.2767,0,3
CUST-BEH-01531,0.337,13.78,0.674,0.1873,4,15,63,-0.1083,0.1422,3,4
CUST-BEH-01532,0.7096,6.14,0.76,0.3795,7,6,28,0.0964,0.5014,1,1
CUST-BEH-01533,0.5107,8.25,0.4384,0.1864,0,4,21,-0.0477,0.1422,0,1
CUST-BEH-01534,0.513,23.75,0.2997,0.1742,34,25,63,0.1775,0.6648,0,5
CUST-BEH-01535,0.7289,10.9,0.689,0.4622,6,6,43,0.1305,0.3673,1,1
CUST-BEH-01536,0.3831,6.73,0.3129,0.1799,8,3,21,0.1903,0.1196,0,1
CUST-BEH-01537,0.6231,26.15,0.7965,0.131,10,11,52,-0.2178,0.3089,0,1
CUST-BEH-01538,0.4961,10.97,0.9614,0.262,15,28,60,0.3658,0.1445,0,1
CUST-BEH-01539,0.491,10.7,0.6684,0.3927,7,11,26,-0.2967,0.3899,0,1
CUST-BEH-01540,0.7266,7.77,0.6234,0.1847,15,5,41,-0.2379,0.0756,0,1
CUST-BEH-01541,0.5357,62.55,0.4387,0.3302,4,5,15,0.166,0.3649,0,4
CUST-BEH-01542,0.6715,3.82,0.402,0.4495,40,36,67,0.4327,0.3337,0,1
CUST-BEH-01543,0.5839,24.52,0.5555,0.5002,15,13,48,0.2448,0.3247,1,3
CUST-BEH-01544,0.6585,4.92,0.3698,0.6232,18,7,36,-0.0571,0.0738,0,1
CUST-BEH-01545,0.5301,19.53,0.2091,0.2067,27,31,78,0.195,0.5974,0,5
CUST-BEH-01546,0.8152,6.46,0.9501,0.1508,5,2,14,0.39,0.4782,1,1
CUST-BEH-01547,0.4079,20.23,0.4788,0.2394,3,2,8,0.4134,0.6808,0,5
CUST-BEH-01548,0.6405,13.8,0.5977,0.47,9,11,75,0.2973,0.4757,0,3
CUST-BEH-01549,0.8498,10.75,0.5048,0.0768,16,3,44,0.0217,0.1958,0,1
CUST-BEH-01550,0.6085,61.34,0.5776,0.2281,2,0,5,0.3578,0.1675,3,4
CUST-BEH-01551,0.4181,8.98,0.5678,0.1956,2,0,57,0.1036,0.2034,2,1
CUST-BEH-01552,0.898,3.07,0.9457,0.3555,11,5,50,0.2955,0.196,2,0
CUST-BEH-01553,0.8195,17.8,0.4522,0.2449,2,14,30,-0.3601,0.6252,2,1
CUST-BEH-01554,0.3411,1.36,0.7713,0.2375,25,28,80,-0.1617,0.2555,1,4
CUST-BEH-01555,0.5095,19.2,0.7599,0.2028,17,21,61,0.1501,0.2076,0,1
CUST-BEH-01556,0.5405,12.95,0.8441,0.347,3,1,23,-0.3705,0.2441,0,1
CUST-BEH-01557,0.3717,21.28,0.4399,0.0404,4,9,21,-0.1749,0.2035,0,1
CUST-BEH-01558,0.7314,11.48,0.5635,0.2632,7,4,25,0.3003,0.4662,2,1
CUST-BEH-01559,0.5048,15.7,0.8368,0.2714,11,7,33,-0.1142,0.1769,0,1
CUST-BEH-01560,0.4683,16.35,0.4929,0.5322,19,11,36,-0.2475,0.3105,0,3
CUST-BEH-01561,0.5361,1.11,0.7704,0.5083,21,16,46,0.3147,0.0387,0,3
CUST-BEH-01562,0.3932,22.18,0.8708,0.0895,1,14,34,-0.072,0.0703,3,1
CUST-BEH-01563,0.6877,16.26,0.2157,0.2136,21,32,67,-0.3941,0.0907,2,1
CUST-BEH-01564,0.4154,8.08,0.2018,0.1931,29,17,56,0.3926,0.2401,2,1
CUST-BEH-01565,0.906,3.45,0.4183,0.3238,11,16,40,-0.1466,0.0952,1,0
CUST-BEH-01566,0.9106,9.32,0.5132,0.1383,2,2,9,0.2245,0.3221,1,1
CUST-BEH-01567,0.685,12.38,0.6119,0.2636,9,4,19,0.0952,0.2564,0,1
CUST-BEH-01568,0.8429,22.37,0.543,0.1505,6,2,23,0.0626,0.1428,1,1
CUST-BEH-01569,0.2897,8.55,0.4084,0.2356,6,10,40,-0.15,0.0784,1,4
CUST-BEH-01570,0.5318,18.47,0.3215,0.1846,32,30,71,0.2672,0.6716,2,5
CUST-BEH-01571,0.9209,10.72,0.718,0.1932,5,1,9,0.2621,0.1697,0,1
CUST-BEH-01572,0.9351,3.95,0.854,0.2177,33,14,69,-0.2874,0.338,0,0
CUST-BEH-01573,0.4351,39.36,0.7999,0.1169,20,10,41,-0.246,0.2255,0,4
CUST-BEH-01574,0.6082,10.59,0.3306,0.4421,0,2,7,0.4008,0.1582,1,3
CUST-BEH-01575,0.5376,15.31,0.4849,0.3341,8,8,19,0.2533,0.3811,0,5
CUST-BEH-01576,0.985,3.98,0.622,0.2409,3,3,8,-0.2831,0.1154,0,0
CUST-BEH-01577,0.5728,9.13,0.4879,0.1645,24,5,59,-0.1996,0.1888,2,1
CUST-BEH-01578,0.9079,11.85,0.7849,0.2261,19,9,67,0.143,0.1193,1,1
CUST-BEH-01579,0.7934,22.39,0.5584,0.2872,25,19,49,0.4279,0.1374,3,1
CUST-BEH-01580,0.5863,8.24,0.5035,0.1009,2,1,7,-0.0051,0.5841,1,1
CUST-BEH-01581,0.7869,27.65,0.3281,0.331,4,14,48,-0.0226,0.2207,0,1
CUST-BEH-01582,0.6687,12.01,0.3586,0.314,3,2,7,0.39,0.2554,3,1
CUST-BEH-01583,0.779,40.05,0.6639,0.1577,24,4,67,0.2907,0.225,0,4
CUST-BEH-01584,0.3878,34.98,0.6817,0.2081,7,4,42,-0.3437,0.3027,0,4
CUST-BEH-01585,0.6279,14.77,0.5799,0.4463,2,4,16,-0.0993,0.313,0,3
CUST-BEH-01586,0.9142,2.15,0.4527,0.1751,10,6,44,0.0276,0.0759,0,0
CUST-BEH-01587,0.821,3.73,0.6669,0.0868,12,6,29,-0.3966,0.1217,1,1
CUST-BEH-01588,0.8961,2.3,0.5455,0.2192,19,10,44,-0.2854,0.0196,0,0
CUST-BEH-01589,0.2115,8.04,0.5847,0.3877,7,6,29,-0.3158,0.0219,0,4
CUST-BEH-01590,0.5604,20.3,0.5834,0.0737,16,23,47,-0.0455,0.3517,3,1
CUST-BEH-01591,0.7306,20.98,0.5007,0.4613,7,10,48,-0.178,0.0772,0,3
CUST-BEH-01592,0.4875,20.1,0.2249,0.2993,1,1,3,0.2318,0.7012,0,5
CUST-BEH-01593,0.4103,13.41,0.2031,0.2467,28,32,80,0.3999,0.5647,0,5
CUST-BEH-01594,0.4678,3.25,0.7954,0.537,9,5,53,0.4291,0.1677,3,3
CUST-BEH-01595,0.5823,22.58,0.9761,0.1916,1,2,5,-0.345,0.2028,0,1
CUST-BEH-01596,0.9527,3.92,0.821,0.1484,0,5,21,-0.1852,0.2901,0,0
CUST-BEH-01597,0.5462,31.45,0.4942,0.2021,23,32,67,0.3373,0.1576,0,4
CUST-BEH-01598,0.9443,12.3,0.5103,0.3979,22,15,38,-0.1491,0.0313,0,1
CUST-BEH-01599,0.5816,2.77,0.8092,0.3574,1,5,42,0.0784,0.1589,0,1
CUST-BEH-01600,0.9201,3.99,0.2552,0.3468,33,27,59,0.0769,0.1617,2,0
CUST-BEH-01601,0.4593,8.87,0.312,0.591,6,3,12,-0.2429,0.0979,1,3
CUST-BEH-01602,0.729,0.77,0.7786,0.0887,15,5,31,0.1963,0.231,0,1
CUST-BEH-01603,0.7566,15.14,0.3592,0.202,4,6,13,-0.0114,0.3425,2,1
CUST-BEH-01604,0.4587,44.0,0.5369,0.278,26,4,57,0.1964,0.0212,0,4
CUST-BEH-01605,0.5196,6.34,0.6786,0.4737,1,13,72,-0.318,0.1059,0,3
CUST-BEH-01606,0.7318,14.48,0.3086,0.2655,8,10,22,0.0847,0.1196,0,1
CUST-BEH-01607,0.7005,14.15,0.6993,0.0905,0,12,33,0.0962,0.1502,1,1
CUST-BEH-01608,0.7273,22.13,0.6785,0.2487,3,9,29,-0.1314,0.109,3,1
CUST-BEH-01609,0.2902,43.21,0.6079,0.3697,22,18,39,0.4403,0.1648,0,4
CUST-BEH-01610,0.4828,22.18,0.4552,0.3723,44,25,65,0.4177,0.6343,0,5
CUST-BEH-01611,0.8041,8.7,0.5289,0.7022,5,4,19,0.411,0.0735,0,1
CUST-BEH-01612,0.5035,17.16,0.9652,0.2739,5,4,34,-0.2482,0.2213,0,1
CUST-BEH-01613,0.4946,27.78,0.3297,0.2284,10,13,29,0.1654,0.7376,0,5
CUST-BEH-01614,0.7651,36.75,0.7514,0.6898,4,3,14,0.0356,0.426,0,3
CUST-BEH-01615,0.5805,3.76,0.7204,0.095,46,9,80,-0.2997,0.1066,0,1
CUST-BEH-01616,0.9051,2.76,0.6454,0.2816,23,15,45,0.097,0.1998,0,0
CUST-BEH-01617,0.3122,6.76,0.6959,0.4061,18,19,40,0.0218,0.086,0,3
CUST-BEH-01618,0.4223,6.07,0.3745,0.3941,8,5,62,0.3854,0.2014,3,1
CUST-BEH-01619,0.6313,17.91,0.7599,0.3213,14,14,29,-0.271,0.2149,0,1
CUST-BEH-01620,0.7448,7.92,0.4497,0.1522,9,5,32,0.2401,0.1144,2,1
CUST-BEH-01621,0.4302,28.45,0.9293,0.6838,19,7,60,-0.3385,0.0896,0,3
CUST-BEH-01622,0.4277,7.64,0.7624,0.0299,5,14,27,-0.3928,0.0135,2,2
CUST-BEH-01623,0.2656,14.61,0.6707,0.3113,7,9,27,0.0445,0.1003,1,4
CUST-BEH-01624,0.7032,34.89,0.3037,0.5613,4,33,77,-0.2608,0.2474,0,3
CUST-BEH-01625,0.8593,9.27,0.5728,0.1025,12,2,30,0.1587,0.1767,0,1
CUST-BEH-01626,0.5804,13.45,0.6321,0.0873,14,5,37,0.2328,0.2247,0,1
CUST-BEH-01627,0.8844,22.4,0.5119,0.4803,10,2,18,-0.1439,0.1504,2,3
