credit_score,avg_days_to_pay,payment_terms,num_late_payments,log_portfolio,open_invoice_count,overdue_invoice_count,weighted_delay_probability,overdue_ratio,borrower_risk_score_target
646.0,53.46,54.0,39,14.868079257171056,5,2,0.34452619999999995,0.7406631762652705,40.0
689.0,56.48,66.0,36,14.645371997949846,5,2,0.2860058,0.5874400348887919,32.0
512.8,73.97999999999999,48.0,44,15.123843647884687,5,1,0.3703164,0.1918918918918919,39.0
651.2,51.540000000000006,42.0,19,15.3647739597667,5,1,0.3006146,0.04800339847068819,35.0
549.8,74.67999999999999,36.0,94,16.164311170238904,5,1,0.27987860000000003,0.17387568032082498,35.0
556.6,66.72000000000001,36.0,40,14.371692456845393,5,3,0.5313521999999999,0.25573394495412843,52.0
661.0,45.42,51.0,61,16.883935563406034,5,2,0.32364519999999997,0.9303514971173517,44.0
685.8,38.839999999999996,54.0,5,16.910046945872853,5,0,0.07903500000000001,0.0,10.0
657.4,46.78,69.0,21,15.852436092970136,5,2,0.360981,0.5789748271814269,46.0
686.2,45.519999999999996,69.0,28,15.551933658302222,5,1,0.11812020000000001,0.6905055487053021,19.0
531.4,75.1,63.0,90,15.455865766944266,5,2,0.4999472,0.6550319953461314,55.0
700.6,40.54,36.0,26,14.96608290201874,5,2,0.4047942,0.11772151898734177,40.0
628.6,54.379999999999995,48.0,53,15.24653948948718,5,1,0.31136739999999996,0.1114032990676548,43.0
420.6,96.34,57.0,36,15.116791816940077,5,3,0.604055,0.8097441480675014,66.0
689.0,44.66,66.0,45,17.292711763517012,5,1,0.2656252,0.03382866322716179,24.0
560.0,67.22,60.0,57,15.122761982306447,5,2,0.4139746000000001,0.05140692640692641,36.0
556.4,66.3,51.0,91,16.68839705805492,5,1,0.2758108,0.48903211216644055,34.0
626.8,64.96000000000001,48.0,88,17.19439419611533,5,2,0.4084446,0.9345217806258095,48.0
617.4,61.660000000000004,72.0,72,15.57181571888966,5,1,0.234688,0.03609048523571059,27.0
714.0,39.04,57.0,23,15.09838723712434,5,3,0.41546859999999997,0.7937344053229831,45.0
568.0,75.78,51.0,76,14.957821020979098,5,2,0.413015,0.05615826419910657,45.0
675.4,40.739999999999995,57.0,17,14.504148085306378,5,1,0.2518344,0.197388247112004,31.0
678.6,49.3,39.0,22,15.873345473620278,5,4,0.4936788,0.6579384340273343,55.0
659.0,47.62,60.0,25,16.101153031936708,5,1,0.12133000000000001,0.4615541090317331,18.0
617.6,55.1,60.0,42,15.449055740977824,5,2,0.3086014,0.4943381491604842,34.0
613.2,66.34,60.0,76,15.597388195659695,5,2,0.3101264,0.10924086854064972,34.0
679.8,47.74,63.0,31,16.937346752390155,5,1,0.2440052,0.004099083215796897,26.0
622.0,55.05999999999999,57.0,71,16.862933594404744,5,1,0.341637,0.8363325578082712,41.0
697.6,40.12,42.0,60,17.53765555237486,5,1,0.22052619999999998,0.06592024762411433,28.0
618.6,51.6,51.0,41,16.686416355219013,5,2,0.420407,0.7831530051549311,54.0
544.8,65.4,36.0,69,14.7302004091124,5,2,0.5199253999999999,0.5132211538461539,54.0
680.8,37.980000000000004,54.0,38,14.873301199334291,5,0,0.0965492,0.0,16.0
703.4,43.42,54.0,34,17.662760369387993,5,3,0.2705632,0.9589023557528167,38.0
673.8,46.5,36.0,32,16.103388123567672,5,0,0.0827736,0.0,13.0
584.2,62.8,54.0,47,15.649850634446329,5,3,0.6199996000000001,0.19006548474684556,58.0
655.4,44.18,54.0,45,15.517163136768076,5,2,0.21820599999999998,0.2764909720955681,27.0
565.2,68.52000000000001,78.0,42,16.095645624391125,5,2,0.38663959999999997,0.9106156678257312,45.0
590.4,63.94,60.0,64,16.852000871993503,5,4,0.5910082,0.7895545314900153,59.0
605.8,58.82000000000001,48.0,34,14.40496305681647,5,1,0.3253958,0.07487520798668885,31.0
593.0,64.74,60.0,32,16.364408782466917,5,1,0.2807982,0.004299226139294927,32.0
678.2,51.81999999999999,69.0,21,14.6888942063636,5,2,0.3038026,0.29603340292275576,43.0
735.6,39.56,72.0,12,14.258914147261148,5,0,0.0702108,0.0,18.0
690.4,44.160000000000004,39.0,14,17.264894778974895,5,1,0.1405294,0.02671452622216575,18.0
558.4,75.53999999999999,60.0,75,14.916121181963,5,2,0.41478080000000006,0.06187624750499002,46.0
572.8,69.96,54.0,53,15.310211017243763,5,2,0.44791119999999995,0.0547330641543293,47.0
647.2,53.459999999999994,75.0,49,17.00268933737741,5,1,0.23852500000000001,0.029603633360858795,30.0
441.4,93.16,45.0,99,15.110511934535298,5,1,0.43684,0.19446726924130375,50.0
525.8,70.66,60.0,95,17.320256845309387,5,2,0.40097179999999993,0.13761909055390256,43.0
577.8,68.1,66.0,54,14.965449790453786,5,2,0.43278859999999997,0.8388220392653578,52.0
609.4,60.120000000000005,60.0,44,17.649550421689426,5,0,0.20732499999999998,0.0,26.0
622.8,63.78000000000001,57.0,25,14.657509116105253,5,2,0.3862386,0.2520465316673847,41.0
644.4,53.78000000000001,66.0,21,16.321118205902295,5,1,0.19805140000000002,0.01803934372704269,21.0
667.4,52.86,42.0,17,16.656166782001847,5,0,0.174887,0.0,23.0
640.6,60.92,54.0,26,15.973301181635293,5,2,0.3741596,0.014678687008784096,38.0
605.2,60.36,72.0,76,14.331921156682698,5,3,0.5496242,0.6593078758949881,59.0
629.8,60.94,60.0,45,15.341132201791103,5,3,0.38830960000000003,0.3581992170508917,42.0
547.4,77.2,45.0,97,15.962844482482163,5,2,0.46407479999999995,0.8828544732539126,55.0
632.2,50.60000000000001,51.0,14,14.905082438340756,5,0,0.1605548,0.0,23.0
587.2,60.3,54.0,53,15.725941704926395,5,2,0.3014266,0.25473653049141504,35.0
571.8,66.28,57.0,57,15.087516052951056,5,1,0.35387240000000003,0.5610986547085202,41.0
666.0,44.720000000000006,39.0,44,14.563619769858848,5,0,0.1353626,0.0,18.0
659.0,58.64,51.0,60,15.308864215995696,5,1,0.31065719999999997,0.21495956873315364,37.0
585.8,75.03999999999999,54.0,83,17.4434716236791,5,2,0.3551692,0.060739717291954515,42.0
501.0,73.04,54.0,67,15.07397183166515,5,3,0.48359939999999996,0.5076704545454546,50.0
652.2,49.260000000000005,84.0,43,15.371547904641702,5,1,0.15652719999999998,0.060337552742616034,20.0
616.0,59.339999999999996,66.0,71,16.48855521890937,5,3,0.46820839999999997,0.20429439381386358,48.0
609.4,58.0,60.0,39,16.131209388800894,5,1,0.3091214,0.018061587050927752,30.0
567.6,63.1,51.0,68,15.24150652620479,5,2,0.4808848,0.053580009610764055,48.0
645.0,48.88,72.0,45,16.521759203906736,5,1,0.2462374,0.045615441127362585,30.0
474.2,83.26,60.0,149,16.826968581199612,5,2,0.5963566,0.9605748880248068,69.0
650.2,51.84000000000001,39.0,51,15.693294959471984,5,1,0.26672799999999997,0.253708518122037,29.0
665.2,47.720000000000006,54.0,53,15.105844803117082,5,2,0.37692960000000003,0.16538249862410567,39.0
522.0,81.76,51.0,56,17.636141718875955,5,2,0.5322418000000001,0.042272039971073566,51.0
719.0,43.519999999999996,60.0,23,15.991965487257096,5,0,0.0694184,0.0,11.0
662.2,50.18,45.0,70,15.04427382375176,5,1,0.2395898,0.15774070822358793,31.0
585.4,67.41999999999999,57.0,47,16.128639963785105,5,1,0.2806226,0.1298238670096972,40.0
575.0,76.86,60.0,82,15.369224533087188,5,1,0.3607828,0.05794036794248256,40.0
624.0,50.980000000000004,57.0,42,17.622417484524153,5,0,0.1826536,0.0,21.0
503.0,83.64,66.0,80,14.796840060830174,5,2,0.44870979999999994,0.6592953523238381,53.0
644.2,65.97999999999999,60.0,12,16.412554782182568,5,1,0.23933339999999997,0.33097437425506554,29.0
632.6,57.879999999999995,54.0,48,16.321118205902295,5,1,0.336427,0.14888580524038855,32.0
667.2,49.24,54.0,54,16.46550789826927,5,0,0.13846640000000002,0.0,18.0
608.4,45.82,66.0,45,14.815775091396812,5,2,0.3565466,0.6027951452739978,40.0
527.0,76.19999999999999,60.0,81,16.69924931048262,5,2,0.46762500000000007,0.15687042111738717,46.0
658.0,47.6,45.0,8,16.239250861104434,5,3,0.3972618,0.3990963855421687,48.0
726.6,39.71999999999999,72.0,18,15.4390487919769,5,2,0.217889,0.30309603628475645,27.0
601.4,62.660000000000004,60.0,43,17.371287127630943,5,0,0.2365208,0.0,27.0
617.0,56.6,51.0,48,15.928991262684246,5,0,0.1802018,0.0,21.0
632.4,54.4,60.0,42,16.704381245373185,5,2,0.3051644,0.02581650253157514,33.0
614.0,64.88,60.0,40,15.033682377460462,5,2,0.3379486,0.12244897959183673,32.0
482.8,76.22,51.0,71,16.240578823644952,5,3,0.6758414,0.9731929576218703,72.0
545.4,74.78,45.0,28,14.995703140844421,5,0,0.2635628,0.0,32.0
677.4,50.00000000000001,60.0,76,14.760583479915185,5,1,0.2523628,0.16284492809949475,27.0
680.8,50.02,36.0,29,16.392388562302028,5,0,0.0658022,0.0,12.0
537.2,81.52000000000001,45.0,59,18.169626294731117,5,2,0.5327409999999999,0.507262397490938,52.0
591.4,66.22,48.0,51,16.60979967667506,5,2,0.2855496,0.019264876765947035,29.0
582.8,65.34,45.0,29,15.998072721110866,5,2,0.42968419999999996,0.2300146577968204,47.0
709.0,43.3,69.0,9,16.13829045624462,5,1,0.17583900000000002,0.010388083104664837,22.0
542.8,69.7,60.0,63,17.890740273315004,5,2,0.3856616,0.8578078282141887,51.0
657.6,52.98,69.0,47,16.410541433902697,5,1,0.1476964,0.4974247965962529,26.0
621.6,57.64000000000001,54.0,39,16.530668836720338,5,1,0.279829,0.01833587078837625,28.0
637.2,54.14,51.0,17,14.831103853099838,5,1,0.2356274,0.023180007243752264,26.0
522.8,76.32000000000001,63.0,89,16.012735246411598,5,2,0.4932244,0.9244444444444444,54.0
664.6,48.08,63.0,26,15.38869954510606,5,2,0.292856,0.5433430111986728,36.0
642.0,62.6,48.0,27,14.952381879570725,5,1,0.27151959999999997,0.03978184151427655,31.0
646.8,55.980000000000004,69.0,41,16.220923050986062,5,0,0.12522160000000002,0.0,25.0
513.8,77.18,69.0,89,14.822007923221587,5,2,0.40463060000000006,0.47039473684210525,50.0
660.4,50.58,42.0,38,14.508658238524095,5,1,0.1559328,0.0695,20.0
662.4,47.959999999999994,66.0,15,14.447846130476949,5,1,0.16556220000000002,0.0563230605738576,30.0
567.8,66.91999999999999,78.0,61,17.55980109049416,5,3,0.36699380000000004,0.9736748740509473,54.0
625.4,64.53999999999999,63.0,28,15.554045219510586,5,2,0.46943260000000003,0.30919317982070665,49.0
617.8,62.0,48.0,24,17.052383498820685,5,1,0.3042108,0.01940755873340143,33.0
661.8,44.94,51.0,44,15.25818548881514,5,2,0.35100980000000004,0.5170132325141777,41.0
762.6,31.860000000000003,42.0,10,15.680830385147047,5,0,0.056621200000000003,0.0,11.0
485.6,74.82000000000001,48.0,82,15.054754265975332,5,2,0.4609916,0.368375325803649,52.0
603.0,61.86,39.0,60,15.468774141362582,5,2,0.395147,0.40926493108728945,44.0
557.8,72.4,51.0,86,16.84853866443152,5,2,0.383477,0.9048651252408478,48.0
528.8,79.08000000000001,45.0,63,14.881944292502169,5,3,0.6821892,0.6,72.0
660.0,52.739999999999995,66.0,29,16.4957098994602,5,1,0.2641352,0.15135727995612833,28.0
605.4,49.9,60.0,69,16.213860363810483,5,3,0.4298856,0.5991821899136756,43.0
591.4,60.959999999999994,66.0,46,14.357253866098382,5,1,0.2798086,0.26817917393833623,35.0
649.6,48.339999999999996,60.0,25,15.476591893483718,5,1,0.14575939999999998,0.1574548907882241,20.0
535.6,81.86000000000001,60.0,69,16.02970160943758,5,4,0.662828,0.6710727550797465,68.0
656.8,51.06,57.0,28,15.887298006667692,5,1,0.1760728,0.29436956795566194,22.0
592.0,55.9,51.0,65,15.955459185141658,5,0,0.193791,0.0,22.0
613.0,72.08000000000001,63.0,38,13.727772735358728,5,2,0.2720724,0.0906113537117904,32.0
540.8,72.06,72.0,66,16.678511176161486,5,3,0.4777806,0.6816832248486925,54.0
604.2,57.84000000000001,57.0,64,15.684385531707017,5,2,0.38113,0.8955408116031477,44.0
569.0,70.74,48.0,51,15.236689562366898,5,1,0.41925039999999997,0.5490101400289715,50.0
627.0,55.82000000000001,51.0,41,16.8149858676103,5,3,0.3518342,0.8130510585305106,45.0
719.6,40.0,81.0,15,14.73220160969974,5,1,0.15850740000000002,0.07357057177129149,19.0
562.6,77.32000000000001,54.0,97,15.9412392529414,5,2,0.32398200000000005,0.8110753073159088,42.0
622.4,56.02,66.0,38,15.516433343035594,5,2,0.31749520000000003,0.5670742836283993,38.0
600.6,64.26,48.0,23,17.64558573045297,5,1,0.2127372,0.011765727434550427,23.0
603.0,58.379999999999995,69.0,36,15.335680221314998,5,0,0.18827580000000002,0.0,25.0
554.2,70.9,72.0,55,14.415994602207002,5,1,0.2376576,0.4722984092155787,32.0
559.4,68.72,51.0,58,15.688081823656633,5,2,0.49744299999999997,0.04212144504227517,49.0
654.0,51.18,33.0,39,15.21126032550224,5,1,0.2960492,0.17880138682516097,33.0
559.8,67.03999999999999,60.0,58,15.19124965779747,5,2,0.3479634,0.24987367357251136,44.0
595.2,57.620000000000005,45.0,68,15.12357334115789,5,1,0.27480140000000003,0.22898080562314138,31.0
648.8,49.459999999999994,60.0,60,16.446823764829976,5,1,0.2188778,0.049021019291678666,22.0
616.4,67.96000000000001,45.0,36,16.24172829977404,5,1,0.3235488,0.10781194768469424,31.0
663.0,46.04,57.0,18,16.224166004621527,5,1,0.21031,0.014839463980573793,25.0
635.2,43.1,60.0,25,15.107769201807354,5,2,0.26445320000000005,0.08157099697885196,28.0
620.4,55.660000000000004,66.0,54,13.894322662602555,5,1,0.29713239999999996,0.0822550831792976,30.0
642.0,52.720000000000006,57.0,52,14.782874940105977,5,1,0.23575000000000004,0.19270239452679588,28.0
546.6,75.26,45.0,101,16.079978432730496,5,2,0.4158258,0.13515478911281945,47.0
619.0,57.71999999999999,69.0,46,14.690979711984754,5,1,0.2335468,0.13666666666666666,28.0
525.6,71.29999999999998,42.0,104,14.172486156701822,5,1,0.36443780000000003,0.07837648705388384,38.0
651.6,59.64,63.0,29,15.024172650372893,5,1,0.25033500000000003,0.15765900268736938,28.0
568.4,70.2,54.0,74,16.252888834689518,5,2,0.46287420000000007,0.1348422616446736,48.0
601.6,60.28000000000001,48.0,31,17.945061392011098,5,2,0.4226203999999999,0.3790185036202735,44.0
592.4,58.160000000000004,51.0,62,17.6095155226245,5,1,0.2776564,0.9074807579781249,40.0
648.0,52.36,48.0,63,14.759805875201666,5,0,0.1429044,0.0,25.0
672.2,52.98,72.0,37,17.6156854039659,5,1,0.12411280000000002,0.8467198997964616,28.0
713.8,44.400000000000006,75.0,33,16.851808841277215,5,0,0.11918920000000002,0.0,17.0
709.0,37.06,51.0,26,15.394489469099211,5,1,0.1587774,0.027422680412371135,19.0
583.6,67.61999999999999,36.0,23,15.088636500933696,5,0,0.1948148,0.0,23.0
614.0,51.34000000000001,69.0,54,15.659229924350877,5,2,0.3589462,0.6351265822784811,40.0
601.8,58.6,48.0,37,16.443723658032233,5,1,0.33195040000000003,0.10896093580763955,38.0
522.2,87.32000000000001,60.0,140,15.313570105978563,5,2,0.4799919999999999,0.3424994410909904,52.0
670.0,44.18,54.0,18,15.175461200418042,5,0,0.1213246,0.0,20.0
558.2,66.8,66.0,49,15.87168360064743,5,1,0.2575138,0.10043500511770727,36.0
719.8,39.6,63.0,29,16.20619819074657,5,0,0.10360260000000002,0.0,13.0
712.4,42.92,69.0,26,17.19966353892352,5,1,0.12550240000000001,0.0885633879225579,15.0
596.4,54.7,51.0,75,15.350656081240881,5,0,0.15826400000000002,0.0,21.0
606.2,53.18000000000001,48.0,79,14.820910830808419,5,2,0.3458894,0.4061470911086718,38.0
517.8,75.38,51.0,110,14.623770991257423,5,3,0.6158756000000001,0.23885918003565063,60.0
606.6,55.760000000000005,45.0,21,16.389038475671814,5,1,0.33578340000000007,0.029209884075655886,38.0
543.8,68.1,54.0,74,15.862041565369118,5,2,0.317784,0.8033845756362227,45.0
695.0,38.42,60.0,9,17.343957169892366,5,1,0.204319,0.23131108567403363,25.0
633.2,57.98,36.0,20,15.883132649324972,5,1,0.19322320000000004,0.03895775360485707,22.0
642.4,49.620000000000005,60.0,39,16.269098610479368,5,1,0.2933464,0.06560619088564058,29.0
567.4,67.76,60.0,39,15.896326280025606,5,2,0.3213368,0.8897765572338036,39.0
669.2,45.06,63.0,21,14.978661680269907,5,1,0.20169759999999998,0.460625,34.0
639.4,48.24,63.0,35,14.866682121560324,5,1,0.1885926,0.14155889549108702,22.0
487.4,91.62,57.0,72,15.766834738949477,5,3,0.4543452,0.7124183006535948,54.0
578.6,76.8,57.0,47,17.670095131527553,5,1,0.2820536,0.031244042449532928,33.0
706.0,38.7,45.0,13,15.875514533205106,5,1,0.10543620000000001,0.0774917155238338,14.0
713.0,41.92,51.0,42,16.044556855254484,5,1,0.16746499999999997,0.35173824130879344,31.0
566.6,73.02000000000001,66.0,92,16.774734488560892,5,2,0.3549352,0.04796971425608049,40.0
651.0,45.10000000000001,54.0,47,15.643923505508733,5,0,0.1966504,0.0,18.0
696.4,48.540000000000006,72.0,19,15.68592731407506,5,0,0.13981860000000002,0.0,24.0
647.8,52.220000000000006,57.0,40,16.744194550232493,5,2,0.3378422,0.1073089878629097,38.0
673.6,45.56,57.0,24,15.206295073237026,5,0,0.1239048,0.0,14.0
532.2,74.28,51.0,62,15.00548615687509,5,0,0.25031060000000005,0.0,29.0
616.0,56.379999999999995,48.0,24,15.610431856670449,5,3,0.5012122000000001,0.447416514371158,48.0
672.6,54.480000000000004,63.0,52,15.171345969331382,5,0,0.14451660000000002,0.0,18.0
613.6,53.739999999999995,57.0,30,16.789252864738327,5,2,0.2949362,0.3354459493994378,35.0
631.8,56.06,51.0,33,17.962352704958406,5,2,0.3168646,0.007242938925261727,36.0
670.4,52.2,75.0,43,14.758248849412999,5,2,0.207153,0.40397350993377484,28.0
498.4,87.67999999999999,63.0,86,15.507634021145119,5,2,0.3582894,0.24838887865954704,39.0
576.8,64.66,60.0,59,14.305317427251099,5,3,0.34108520000000003,0.7640931372549019,45.0
592.0,54.879999999999995,51.0,73,15.580412744225994,5,1,0.2404448,0.02739256976545112,34.0
722.0,44.540000000000006,63.0,45,15.9297159003096,5,1,0.210914,0.8552456839309429,31.0
605.8,60.4,45.0,65,15.830547036267323,5,1,0.19943519999999998,0.45233968804159447,26.0
618.2,52.78000000000001,48.0,26,16.209580432338022,5,1,0.2765114,0.022084321956561417,29.0
744.2,43.3,60.0,21,15.361369701884211,5,0,0.0708988,0.0,12.0
526.2,82.24,45.0,53,16.942183414642358,5,3,0.6475854,0.27993683656461094,64.0
605.8,58.959999999999994,72.0,60,15.392838623006348,5,1,0.2253264,0.06113176373399422,24.0
617.8,62.61999999999999,57.0,68,16.05409042759221,5,1,0.25820319999999997,0.16727078891257996,35.0
621.6,61.480000000000004,48.0,32,16.30249845711618,5,1,0.3386954,0.04,44.0
612.0,55.239999999999995,48.0,67,14.809133003007931,5,0,0.1920356,0.0,25.0
559.6,73.16,57.0,58,14.034646891093473,5,0,0.2100192,0.0,30.0
636.8,46.0,45.0,27,15.682068391922623,5,1,0.32722660000000003,0.07485307763686978,34.0
726.4,34.7,48.0,22,17.205882926683724,5,0,0.050539200000000006,0.0,11.0
540.8,75.24000000000001,45.0,73,15.300971516976645,5,1,0.3306578,0.1206701381027847,37.0
621.8,66.64000000000001,84.0,51,14.624216524592692,5,3,0.32133579999999995,0.5505567928730513,41.0
601.4,60.71999999999999,48.0,67,15.430334141600493,5,1,0.2503494,0.43743783568728867,31.0
525.0,71.92,54.0,66,15.847991641790687,5,3,0.3708646,0.09472029346259662,45.0
708.6,38.760000000000005,60.0,20,15.72178862926749,5,1,0.1309576,0.015903686087990487,18.0
562.0,71.92,51.0,86,14.871563580039615,5,1,0.3770792,0.11617391304347827,38.0
641.6,48.42,57.0,57,17.121811044408265,5,1,0.1393974,0.7963275179592435,25.0
572.4,68.8,51.0,39,16.76781332581025,5,2,0.37327639999999995,0.16939947780678852,38.0
599.6,64.5,57.0,71,17.39077331329931,5,2,0.3774314,0.9727481514676227,41.0
686.2,48.54,66.0,27,15.619198762747972,5,1,0.17777439999999997,0.17440711462450592,21.0
528.8,79.82000000000001,63.0,62,16.98187133187791,5,2,0.41556419999999994,0.9638716748872307,54.0
577.0,62.339999999999996,69.0,65,15.532905791436665,5,1,0.2899924,0.429443447037702,40.0
560.8,68.8,57.0,58,16.255594251297513,5,1,0.3491618,0.5846261112079484,41.0
481.8,89.06,57.0,66,16.94887211007739,5,1,0.43147779999999997,0.6025445514356673,49.0
620.0,66.34,57.0,42,15.607436846610529,5,1,0.24257880000000004,0.29628395267455426,33.0
636.6,53.839999999999996,63.0,59,15.465514624194181,5,0,0.176076,0.0,20.0
588.2,61.61999999999999,60.0,30,13.681980308196241,5,2,0.4361504,0.3782857142857143,46.0
686.2,47.940000000000005,75.0,40,17.44633710712387,5,2,0.271875,0.12621873675286138,25.0
449.8,95.9,57.0,117,15.350225139719656,5,3,0.689618,0.7560344827586207,69.0
648.4,52.82000000000001,39.0,35,16.684374959672628,5,1,0.2267832,0.005506045297156156,29.0
734.4,38.42,63.0,18,15.52624090261401,5,1,0.07734919999999999,0.15705765407554673,13.0
585.4,63.67999999999999,69.0,43,14.701754780687201,5,1,0.30506079999999997,0.01483924154987634,30.0
613.0,48.64,51.0,58,15.600748977959137,5,2,0.2914742,0.0474752558295588,36.0
546.6,74.9,60.0,61,15.238619133170708,5,3,0.531779,0.49903614457831325,58.0
567.8,76.32000000000001,54.0,96,15.790979647957377,5,2,0.4416222,0.4209431345353675,47.0
637.4,52.92,51.0,42,15.74587202172571,5,1,0.1794306,0.11477074869413813,22.0
687.8,37.739999999999995,42.0,26,15.342870576470863,5,1,0.0482798,0.16022579244463742,12.0
683.4,42.059999999999995,45.0,19,16.44010675620271,5,2,0.24166220000000002,0.1305167041089934,27.0
575.6,70.26,60.0,30,15.81955496996071,5,2,0.36516780000000004,0.6194904973716134,45.0
550.0,68.02000000000001,60.0,92,15.781503547153322,5,2,0.3790168,0.6972836740408849,47.0
606.4,53.379999999999995,48.0,33,16.708212986624947,5,2,0.24382099999999998,0.09527768540073163,28.0
641.8,53.92,51.0,54,15.922202535773966,5,2,0.27151759999999997,0.09317601265052913,38.0
607.8,56.6,48.0,34,15.130309185907523,5,1,0.2860244,0.11036519871106337,33.0
672.4,46.739999999999995,57.0,15,16.42660930644383,5,1,0.1364512,0.6477890406934038,30.0
624.0,55.580000000000005,57.0,68,15.614742207456988,5,1,0.2693072,0.21042183622828783,33.0
605.4,59.8,69.0,77,16.311686882409976,5,0,0.17991359999999998,0.0,21.0
553.2,66.03999999999999,42.0,78,14.38705548141755,5,4,0.45270980000000005,0.4872953133822699,48.0
562.2,60.739999999999995,60.0,65,14.586082098237643,5,1,0.328597,0.04025913928736696,39.0
637.4,55.120000000000005,45.0,30,16.066486622521495,5,1,0.3225922,0.46267242287038013,40.0
718.4,45.339999999999996,69.0,29,16.174854079259163,5,2,0.148303,0.8221844293272865,21.0
654.2,54.239999999999995,54.0,42,16.47226753485437,5,2,0.39453580000000005,0.728140350877193,49.0
572.4,68.6,66.0,68,14.498607907721096,5,3,0.5037849999999999,0.6080808080808081,54.0
619.6,51.279999999999994,45.0,42,17.53307467023119,5,0,0.159102,0.0,20.0
587.2,58.58,57.0,33,16.381228927352637,5,1,0.30269899999999994,0.014219830899308224,30.0
671.6,49.3,54.0,57,17.29425525948488,5,2,0.38446020000000003,0.013788210617230637,38.0
594.6,65.72,60.0,97,13.955273369904273,5,1,0.3549708,0.049565217391304345,39.0
511.2,85.86,75.0,128,15.306390359448724,5,3,0.48887920000000007,0.7534339112812429,49.0
636.2,50.959999999999994,69.0,50,14.405517533928277,5,0,0.16578540000000003,0.0,20.0
532.6,82.34,63.0,102,14.815039256461416,5,1,0.4265308,0.21126242178873758,48.0
702.2,43.42,72.0,48,15.837323119222718,5,2,0.3080854,0.2300052966101695,36.0
483.8,94.02000000000001,48.0,79,15.214968152341232,5,2,0.4793692,0.19319022945965952,51.0
638.4,52.05999999999999,69.0,53,14.162640795773006,5,2,0.39806240000000004,0.20918727915194346,41.0
679.2,46.32,57.0,54,16.120093753421386,5,1,0.1617702,0.05568862275449102,20.0
622.4,58.519999999999996,54.0,63,14.69513772040451,5,0,0.16624080000000002,0.0,21.0
740.2,36.339999999999996,63.0,12,17.525588747694815,5,0,0.0682254,0.0,11.0
623.0,58.67999999999999,72.0,49,16.201425350550103,5,1,0.28599759999999996,0.011408593246848836,39.0
693.2,52.739999999999995,72.0,31,16.261416557050143,5,2,0.1371502,0.25829650810155097,26.0
647.2,44.38,63.0,36,15.242707150385364,5,1,0.2090578,0.42836573074154066,25.0
617.8,64.53999999999999,54.0,32,16.884539807045964,5,1,0.216927,0.034385019283490546,32.0
677.8,50.279999999999994,45.0,31,17.009232704967843,5,0,0.1402806,0.0,15.0
584.0,70.47999999999999,48.0,56,17.434450290684616,5,1,0.31838979999999995,0.8919244999731889,41.0
711.4,44.54,54.0,24,16.304160277053107,5,2,0.27563,0.6945620589456206,32.0
688.8,51.42,51.0,26,15.64247644382798,5,2,0.1593776,0.4942880128720837,23.0
624.2,53.85999999999999,54.0,37,14.136869881938338,5,1,0.2368906,0.6424945612762871,29.0
565.4,72.84,45.0,62,14.908440398729816,5,4,0.5071668,0.9818974187060007,57.0
615.2,55.8,66.0,64,15.85034704691585,5,2,0.33602879999999996,0.4973206116847471,38.0
516.2,88.52000000000001,57.0,117,15.593171271845943,5,2,0.5048396,0.8351926977687627,54.0
623.4,51.52,60.0,66,14.468877388803604,5,0,0.20423400000000003,0.0,22.0
616.0,61.64,57.0,93,15.156546274253195,5,2,0.3447272,0.6277792309704421,40.0
529.4,80.44000000000001,72.0,87,15.270864688333411,5,1,0.3291724,0.07326178254783014,33.0
688.6,41.81999999999999,66.0,33,17.594025050506154,5,1,0.284265,0.7515256794130419,34.0
653.8,50.480000000000004,45.0,40,14.673324784167574,5,3,0.563712,0.6106870229007634,58.0
578.4,73.66,60.0,47,15.603262173130787,5,1,0.24009960000000002,0.5962182061579652,33.0
643.0,55.739999999999995,57.0,32,17.369686532828446,5,1,0.22819059999999997,0.004490975142309563,26.0
618.2,55.14,48.0,60,17.811396674790554,5,1,0.345817,0.0009379482841063744,35.0
590.4,59.339999999999996,66.0,49,16.570698829120936,5,3,0.5334006,0.8263800559654032,60.0
654.2,48.58,54.0,25,14.78059183496017,5,1,0.1651938,0.20685714285714285,21.0
525.4,83.66,78.0,58,16.423519478567364,5,5,0.6361584,1.0,70.0
768.6,32.6,54.0,21,17.720951972158932,5,1,0.129251,0.013246899661781286,17.0
502.2,84.13999999999999,39.0,83,14.42201047705467,5,2,0.500303,0.31025081788440567,53.0
631.0,54.98,45.0,59,17.34160637107685,5,1,0.2784388,0.011591303580359508,28.0
619.0,56.92,48.0,72,16.181539917367502,5,1,0.1826746,0.008822149225715626,21.0
623.6,55.46,57.0,51,14.82456313448402,5,3,0.5213974,0.7098067808968282,58.0
628.8,50.7,60.0,15,14.81651038527726,5,1,0.1633432,0.11944138184490996,21.0
534.2,77.16,60.0,41,15.171088204220473,5,1,0.3317478,0.06960556844547564,30.0
584.6,68.88,45.0,35,15.7510818735662,5,0,0.2013054,0.0,23.0
592.6,55.660000000000004,48.0,66,15.554923722443569,5,0,0.17706439999999998,0.0,21.0
492.2,82.72,48.0,114,15.692070782000691,5,5,0.6329746,1.0,71.0
732.6,36.39999999999999,60.0,16,17.69298354633609,5,0,0.08940139999999999,0.0,12.0
505.8,79.17999999999999,60.0,63,15.254634769864072,5,3,0.4222918,0.7678444391747687,50.0
